fpl_id,fpl_name,web_name,team,position,price,ownership,form,ep_next,minutes,goals,assists,clean_sheets,status,xg,xa,xgi
340,Joe Gelhardt,Gelhardt,Hull City,MID,5.0,0.0,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
556,Matt Targett,Targett,Hull City,DEF,4.0,2.1,0.3,0.3,5,0,0,0,a,0.0,0.0,0.0
563,Hidemasa Morita,Morita,Hull City,MID,5.0,0.0,0.3,0.3,45,0,0,0,a,0.0,0.0,0.0
572,Konstantinos Tzolakis,Tzolakis,Hull City,GK,4.6,7.8,6.7,6.7,180,0,0,2,a,0.0,0.0,0.0
574,Jens Hjertø-Dahl,Hjertø-Dahl,Hull City,MID,4.9,0.1,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
576,Elliot Stroud,Stroud,Hull City,MID,5.0,0.1,1.0,1.0,128,0,0,1,a,0.01,0.04,0.05
585,Lucas Herrington,Herrington,Hull City,DEF,4.0,0.6,0.7,0.7,57,0,0,0,a,0.0,0.0,0.0
586,Nobel Mendy,Mendy,Hull City,DEF,4.0,5.5,5.3,5.3,121,1,0,1,a,0.29,0.0,0.29
589,Lucas Gourna-Douath,Gourna-Douath,Hull City,MID,5.0,0.0,0.3,0.3,45,0,0,0,a,0.0,0.01,0.01
617,Mohamed-Ali Cho,Cho,Hull City,MID,5.0,0.0,0.5,0.5,7,0,0,0,a,0.0,0.0,0.0
632,Ilyas Ansah,Ansah,Hull City,FWD,5.0,0.0,0.0,1.4,0,0,0,0,a,0.0,0.0,0.0
637,Robinio Vaz,Vaz,Hull City,FWD,5.0,0.0,0.0,1.4,0,0,0,0,a,0.0,0.0,0.0
638,Brooke Norton-Cuffy,Norton-Cuffy,Hull City,DEF,4.0,0.1,0.0,1.0,0,0,0,0,a,0.0,0.0,0.0
642,Sorba Thomas,Thomas,Hull City,MID,5.5,0.0,0.0,2.0,0,0,0,0,a,0.0,0.0,0.0
645,Christos Mouzakitis,Mouzakitis,Hull City,MID,5.0,0.0,0.0,1.5,0,0,0,0,a,0.0,0.0,0.0
259,Issa Diop,Diop,Ipswich Town,DEF,4.0,15.5,2.3,2.3,270,0,0,0,a,0.0,0.02,0.02
267,Saša Lukić,Lukić,Ipswich Town,MID,5.0,0.1,2.7,2.7,252,0,1,0,a,0.02,0.06,0.08
300,Christian Walton,Walton,Ipswich Town,GK,4.5,0.4,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
301,Alex Palmer,Palmer,Ipswich Town,GK,4.0,4.3,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
302,David Button,Button,Ipswich Town,GK,4.0,0.5,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
303,Cédric Kipré,Kipré,Ipswich Town,DEF,4.0,0.5,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
304,Dara O'Shea,O'Shea,Ipswich Town,DEF,4.0,3.2,2.3,2.3,270,0,0,0,a,0.07,0.18,0.25
305,Leif Davis,Davis,Ipswich Town,DEF,4.0,5.2,3.0,3.0,270,1,0,0,a,0.65,0.25,0.9
306,Jacob Greaves,Greaves,Ipswich Town,DEF,4.0,1.3,0.7,0.7,270,0,0,0,a,0.0,0.05,0.05
307,Ben Johnson,Johnson,Ipswich Town,DEF,4.0,0.1,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
308,Darnell Furlong,Furlong,Ipswich Town,DEF,4.0,0.5,0.3,0.3,17,0,0,0,a,0.0,0.0,0.0
309,Marcelino Núñez,Núñez,Ipswich Town,MID,5.0,0.1,2.0,2.0,140,0,0,0,a,0.03,0.05,0.08
310,Azor Matusiwa,Matusiwa,Ipswich Town,MID,5.0,0.0,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
311,Wes Burns,Burns,Ipswich Town,MID,5.0,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
312,Jack Taylor,Taylor,Ipswich Town,MID,4.5,0.0,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
313,Jack Clarke,Clarke,Ipswich Town,MID,5.5,0.2,2.7,2.7,43,1,0,0,a,0.15,0.02,0.17
314,Chiedozie Ogbene,Ogbene,Ipswich Town,MID,4.9,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
315,Abdul Fatawu,Fatawu,Ipswich Town,MID,5.5,0.2,2.7,2.7,225,0,1,0,a,0.03,0.78,0.81
316,Emersonn Correia da Silva,Emersonn,Ipswich Town,FWD,5.5,1.7,4.0,4.0,175,1,0,0,a,1.04,0.06,1.1
317,George Hirst,Hirst,Ipswich Town,FWD,5.0,0.1,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
318,Jaden Philogene,Philogene,Ipswich Town,MID,5.4,0.1,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
319,Sam Szmodics,Szmodics,Ipswich Town,MID,5.0,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
320,Chuba Akpom,Akpom,Ipswich Town,FWD,5.0,1.0,2.0,2.0,69,1,0,0,a,0.97,0.0,0.97
321,Sindre Walle Egeli,Walle Egeli,Ipswich Town,FWD,4.5,3.3,0.3,0.3,10,0,0,0,a,0.0,0.0,0.0
322,Ali Al-Hamadi,Al-Hamadi,Ipswich Town,FWD,5.0,0.1,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
323,Kasey McAteer,McAteer,Ipswich Town,MID,4.5,1.3,1.0,1.0,42,0,0,0,a,0.05,0.0,0.05
324,Anis Mehmeti,Mehmeti,Ipswich Town,MID,4.9,0.0,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
554,Kayne van Oevelen,Van Oevelen,Ipswich Town,GK,4.5,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
562,Daizen Maeda,Maeda,Ipswich Town,MID,5.4,0.3,2.0,2.0,216,0,0,0,a,0.71,0.01,0.72
564,Kjell Scherpen,Scherpen,Ipswich Town,GK,4.5,0.6,2.0,2.0,270,0,0,0,a,0.0,0.01,0.01
571,Florentino Ibrain Morris Luís,Florentino,Ipswich Town,MID,4.9,0.1,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
591,Julio Enciso,Enciso,Ipswich Town,MID,5.5,0.8,3.7,3.7,250,0,2,0,a,0.87,0.64,1.51
592,Abdoul Ouattara,Ouattara,Ipswich Town,DEF,4.0,0.9,1.0,1.0,39,0,0,0,a,0.0,0.02,0.02
602,Cameron Humphreys,Humphreys,Ipswich Town,MID,4.5,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
619,Exequiel Palacios,Palacios,Ipswich Town,MID,5.0,0.0,2.5,2.5,105,0,0,0,a,0.0,0.03,0.03
640,Zian Flemming,Flemming,Ipswich Town,FWD,5.5,0.0,1.0,1.8,24,0,0,0,a,0.02,0.01,0.03
260,Harry Wilson,Wilson,Leeds,MID,6.4,4.0,1.3,1.3,110,0,0,1,a,0.01,0.06,0.07
326,Lucas Estella Perri,Perri,Leeds,GK,4.5,0.4,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
327,Jaka Bijol,Bijol,Leeds,DEF,5.0,0.9,3.7,3.7,135,0,0,1,a,0.11,0.0,0.11
329,Joe Rodon,Rodon,Leeds,DEF,4.5,2.2,2.3,0.0,123,0,0,1,i,0.03,0.06,0.09
330,Jayden Bogle,Bogle,Leeds,DEF,4.5,0.5,2.7,2.7,157,0,0,1,a,0.0,0.01,0.01
331,Gabriel Gudmundsson,Gudmundsson,Leeds,DEF,4.5,0.0,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
332,James Justin,Justin,Leeds,DEF,4.5,1.5,4.0,4.0,180,0,0,1,a,0.03,0.02,0.05
333,Sebastiaan Bornauw,Bornauw,Leeds,DEF,4.5,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
334,Tarik Muharemović,Muharemović,Leeds,DEF,5.0,3.3,3.3,3.3,180,0,0,1,a,0.09,0.01,0.1
335,Anton Stach,Stach,Leeds,MID,6.0,3.0,5.7,5.7,180,1,0,1,a,0.17,0.06,0.23
336,Noah Okafor,Okafor,Leeds,MID,5.9,0.3,1.0,1.0,92,0,0,0,a,0.08,0.17,0.25
337,Brenden Aaronson,Aaronson,Leeds,MID,5.4,0.7,1.3,1.3,126,0,0,1,a,0.01,0.02,0.03
338,Ethan Ampadu,Ampadu,Leeds,MID,5.5,1.1,2.3,2.3,180,0,0,1,a,0.01,0.13,0.14
339,Sean Longstaff,Longstaff,Leeds,MID,4.9,0.1,0.3,0.3,8,0,0,0,a,0.0,0.0,0.0
341,Wilfried Gnonto,Gnonto,Leeds,MID,5.0,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
342,Jack Harrison,Harrison,Leeds,MID,5.0,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
343,Daniel James,James,Leeds,MID,5.0,0.1,0.3,0.3,22,0,0,0,a,0.24,0.01,0.25
344,Ilia Gruev,Gruev,Leeds,MID,5.0,0.0,0.0,0.0,0,0,0,0,d,0.0,0.0,0.0
345,Tanaka Ao,Tanaka,Leeds,MID,4.9,0.2,0.3,0.3,45,0,0,0,a,0.0,0.01,0.01
346,Dominic Calvert-Lewin,Calvert-Lewin,Leeds,FWD,6.0,25.9,3.0,3.0,180,1,0,1,a,1.05,0.02,1.07
347,Lukas Nmecha,Nmecha,Leeds,FWD,5.5,0.5,1.3,1.3,21,0,1,0,a,0.1,0.0,0.1
348,Joël Piroe,Piroe,Leeds,FWD,5.0,0.1,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
349,Mateo Joseph Fernández-Regatillo,Mateo Joseph,Leeds,FWD,4.5,0.1,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
385,James Trafford,Trafford,Leeds,GK,5.0,5.2,4.0,4.0,180,0,0,1,a,0.0,0.0,0.0
598,Nico Elvedi,Elvedi,Leeds,DEF,4.5,0.0,0.3,0.3,56,0,0,0,a,0.0,0.0,0.0
603,Jayden Lienou,Lienou,Leeds,DEF,4.0,0.1,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
604,Alfie Cresswell,Cresswell,Leeds,MID,4.5,0.1,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
625,Alex Cairns,Cairns,Leeds,GK,4.0,0.1,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
629,Michael Zetterer,Zetterer,Leeds,GK,4.0,0.2,0.0,1.0,0,0,0,0,a,0.0,0.0,0.0
641,Melvin Bard,Bard,Leeds,DEF,4.5,0.0,0.0,1.8,0,0,0,0,a,0.0,0.0,0.0
648,Jean-Mattéo Bahoya,Bahoya,Leeds,MID,5.0,0.0,0.0,1.5,0,0,0,0,a,0.0,0.0,0.0
350,Alisson Becker,A.Becker,Liverpool,GK,5.5,3.7,3.3,3.3,270,0,0,1,a,0.0,0.0,0.0
351,Giorgi Mamardashvili,Mamardashvili,Liverpool,GK,4.9,0.1,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
352,Freddie Woodman,Woodman,Liverpool,GK,4.0,1.1,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
353,Armin Pecsi,Pecsi,Liverpool,GK,4.0,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
354,Vitezslav Jaros,Jaros,Liverpool,GK,4.0,0.0,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
355,Harvey Davies,Davies,Liverpool,GK,4.0,0.2,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
356,Virgil van Dijk,Virgil,Liverpool,DEF,6.5,17.3,3.0,3.0,270,0,0,1,a,0.25,0.06,0.31
357,Jeremie Frimpong,Frimpong,Liverpool,DEF,5.5,2.9,0.3,0.3,160,0,0,0,a,0.01,0.11,0.12
358,Milos Kerkez,Kerkez,Liverpool,DEF,5.5,2.9,2.0,2.0,250,0,0,1,a,0.02,0.06,0.08
359,Joe Gomez,Gomez,Liverpool,DEF,5.0,0.0,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
360,Conor Bradley,Bradley,Liverpool,DEF,5.0,0.0,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
361,Wellity Lucky,Lucky,Liverpool,DEF,4.0,0.1,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
362,Jeremy Jacquet,Jacquet,Liverpool,DEF,5.0,2.6,3.0,3.0,235,0,0,1,a,0.0,0.1,0.1
363,Giovanni Leoni,Leoni,Liverpool,DEF,4.0,0.0,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
364,Kostas Tsimikas,Tsimikas,Liverpool,DEF,5.0,0.1,0.3,0.3,19,0,0,0,a,0.04,0.01,0.05
365,Calvin Ramsay,Ramsay,Liverpool,DEF,4.0,0.1,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
366,Florian Wirtz,Wirtz,Liverpool,MID,7.4,9.5,3.0,3.0,242,0,1,1,a,0.67,0.29,0.96
367,Cody Gakpo,Gakpo,Liverpool,MID,7.1,9.2,9.3,9.3,250,1,3,1,a,0.36,1.2,1.56
368,Dominik Szoboszlai,Szoboszlai,Liverpool,MID,7.0,41.0,5.0,5.0,270,1,0,1,a,1.17,0.52,1.69
369,Rio Ngumoha,Ngumoha,Liverpool,MID,5.9,0.7,1.0,1.0,81,0,0,0,a,0.04,0.05,0.09
370,Federico Chiesa,Chiesa,Liverpool,MID,5.4,0.1,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
371,Ryan Gravenberch,Gravenberch,Liverpool,MID,6.0,1.6,2.3,2.3,122,0,1,0,a,0.06,0.06,0.12
372,Alexis Mac Allister,Mac Allister,Liverpool,MID,5.5,1.4,1.7,1.7,186,0,0,1,a,0.08,0.42,0.5
373,Curtis Jones,C.Jones,Liverpool,MID,5.5,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
374,Endo Wataru,Endo,Liverpool,MID,5.0,0.1,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
375,Trey Nyoni,Nyoni,Liverpool,MID,4.9,0.0,0.7,0.7,19,0,0,0,a,0.0,0.0,0.0
376,Stefan Bajčetić Maquieira,Bajcetic,Liverpool,MID,5.0,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
377,Victor Munoz,Munoz,Liverpool,MID,6.5,1.3,4.3,4.3,180,1,1,1,a,0.42,0.25,0.67
378,James McConnell,McConnell,Liverpool,MID,4.5,0.2,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
379,Alexander Isak,Isak,Liverpool,FWD,9.0,16.6,7.7,7.7,243,3,0,1,a,2.29,0.06,2.35
380,Hugo Ekitiké,Ekitiké,Liverpool,FWD,7.5,0.1,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
381,Lewis Koumas,Koumas,Liverpool,MID,5.0,0.0,0.7,0.7,13,0,0,0,a,0.03,0.0,0.03
382,Jayden Danns,Danns,Liverpool,FWD,4.5,0.1,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
383,Harvey Elliott,Elliott,Liverpool,MID,5.4,0.1,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
579,Ronald Araujo,Araujo,Liverpool,DEF,5.4,2.1,3.0,3.0,123,0,0,1,a,0.0,0.05,0.05
627,Bradley Barcola,Barcola,Liverpool,MID,8.0,1.4,1.0,2.8,26,0,0,0,a,0.0,0.07,0.07
155,Enzo Fernández,Enzo,Manchester City,MID,6.9,3.3,0.3,0.3,25,0,0,0,a,0.0,0.02,0.02
237,Iliman Ndiaye,Ndiaye,Manchester City,MID,5.9,11.5,4.3,4.3,180,0,1,1,a,0.26,0.39,0.65
384,Gianluigi Donnarumma,Donnarumma,Manchester City,GK,5.5,7.9,1.0,1.0,180,0,0,0,a,0.0,0.0,0.0
386,Marcus Bettinelli,Bettinelli,Manchester City,GK,4.5,0.0,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
387,Nico O'Reilly,O'Reilly,Manchester City,DEF,6.5,18.5,1.3,1.3,150,0,0,0,a,0.09,0.43,0.52
388,Marc Guéhi,Guéhi,Manchester City,DEF,6.0,18.8,4.0,4.0,180,1,0,0,a,0.89,0.36,1.25
389,Matheus Nunes,Matheus N.,Manchester City,DEF,5.9,1.0,0.3,0.3,33,0,0,0,a,0.0,0.04,0.04
390,Rúben dos Santos Gato Alves Dias,Rúben,Manchester City,DEF,5.5,1.8,1.3,1.3,180,0,0,0,a,0.09,0.71,0.8
391,Joško Gvardiol,Gvardiol,Manchester City,DEF,5.6,18.6,4.7,4.7,164,1,1,0,a,0.19,0.09,0.28
392,Rayan Aït-Nouri,Aït-Nouri,Manchester City,DEF,5.4,0.6,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
393,Abdukodir Khusanov,Khusanov,Manchester City,DEF,5.5,1.6,1.3,1.3,178,0,0,0,a,0.0,0.04,0.04
394,Max Alleyne,Alleyne,Manchester City,DEF,5.0,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
395,Rico Lewis,Lewis,Manchester City,DEF,4.5,0.2,0.3,0.3,56,0,0,0,a,0.17,0.02,0.19
396,Vitor de Oliveira Nunes dos Reis,Vitor Reis,Manchester City,DEF,4.5,0.0,0.3,0.3,1,0,0,0,a,0.0,0.0,0.0
397,Antoine Semenyo,Semenyo,Manchester City,MID,8.5,19.4,2.3,2.3,180,0,1,0,a,0.12,0.59,0.71
398,Phil Foden,Foden,Manchester City,MID,7.0,5.8,3.3,3.3,171,0,2,0,a,0.99,0.85,1.84
399,Rayan Cherki,Cherki,Manchester City,MID,7.8,30.6,7.3,7.3,108,2,2,0,a,0.35,1.05,1.4
400,Jérémy Doku,Doku,Manchester City,MID,7.4,0.9,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
402,Rodrigo 'Rodri' Hernandez Cascante,Rodrigo,Manchester City,MID,6.5,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
404,Tijjani Reijnders,Reijnders,Manchester City,MID,6.0,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
406,Mateo Kovačić,Kovačić,Manchester City,MID,5.4,0.1,0.7,0.7,42,0,0,0,a,0.0,0.02,0.02
407,Claudio Echeverri,Echeverri,Manchester City,MID,4.9,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
408,Kalvin Phillips,Phillips,Manchester City,MID,5.0,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
409,Divine Mukasa,Mukasa,Manchester City,MID,4.5,0.1,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
410,Jeremy Monga,Monga,Manchester City,MID,4.9,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
411,Erling Haaland,Haaland,Manchester City,FWD,15.5,71.2,5.0,5.0,180,2,0,0,a,1.4,0.02,1.42
481,Elliot Anderson,Anderson,Manchester City,MID,6.4,5.0,1.7,1.7,143,0,0,0,a,0.07,0.47,0.54
587,Gerónimo Rulli,Rulli,Manchester City,GK,5.0,0.0,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
616,Ayyoub Bouaddi,Bouaddi,Manchester City,MID,5.5,0.2,0.5,0.5,8,0,0,0,a,0.0,0.12,0.12
621,Ryan McAidoo,McAidoo,Manchester City,MID,4.5,0.1,0.5,0.5,8,0,0,0,a,0.1,0.0,0.1
622,Kaden Braithwaite,Braithwaite,Manchester City,DEF,4.0,0.1,0.5,0.5,1,0,0,0,a,0.0,0.0,0.0
628,Allan Andrade Elias,Allan,Manchester City,MID,6.0,0.0,0.0,2.2,0,0,0,0,a,0.0,0.0,0.0
43,Youri Tielemans,Tielemans,Manchester United,MID,5.9,2.0,2.0,2.0,156,0,0,0,a,0.51,0.22,0.73
131,Carlos Baleba,Baleba,Manchester United,MID,5.0,0.1,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
162,Andrey Nascimento dos Santos,Andrey Santos,Manchester United,MID,4.9,0.8,1.0,1.0,76,0,0,0,a,0.0,0.23,0.23
325,Karl Darlow,Darlow,Manchester United,GK,4.5,0.0,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
412,Senne Lammens,Lammens,Manchester United,GK,5.0,13.6,1.0,1.0,180,0,0,0,a,0.0,0.0,0.0
413,Altay Bayındır,Bayindir,Manchester United,GK,4.5,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
414,Tom Heaton,Heaton,Manchester United,GK,4.0,0.1,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
415,Patrick Dorgu,Dorgu,Manchester United,MID,5.9,0.7,0.3,0.3,55,0,0,0,a,0.65,0.04,0.69
416,Matthijs de Ligt,De Ligt,Manchester United,DEF,5.0,0.0,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
417,Diogo Dalot Teixeira,Dalot,Manchester United,DEF,5.0,2.1,1.0,1.0,83,0,0,0,a,0.15,0.12,0.27
418,Harry Maguire,Maguire,Manchester United,DEF,5.0,14.1,1.7,1.7,180,0,1,0,a,0.07,0.41,0.48
419,Lisandro Martínez,Martinez,Manchester United,DEF,5.0,1.2,0.3,0.3,90,0,0,0,a,0.03,0.06,0.09
420,Leny Yoro,Yoro,Manchester United,DEF,4.9,0.5,0.3,0.3,16,0,0,0,a,0.0,0.01,0.01
421,Ayden Heaven,Heaven,Manchester United,DEF,4.4,0.3,0.3,0.3,90,0,0,0,a,0.12,0.04,0.16
422,Noussair Mazraoui,Mazraoui,Manchester United,DEF,4.5,0.6,0.7,0.7,96,0,0,0,a,0.22,0.05,0.27
423,Luke Shaw,Shaw,Manchester United,DEF,4.5,15.7,1.0,1.0,162,0,0,0,a,0.0,0.28,0.28
424,Harry Amass,Amass,Manchester United,DEF,4.0,0.2,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
425,Tyler Fredricson,Fredricson,Manchester United,DEF,4.0,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
426,Bruno Borges Fernandes,B.Fernandes,Manchester United,MID,12.0,48.6,8.3,8.3,180,3,1,0,a,2.1,0.74,2.84
427,Bryan Mbeumo,Mbeumo,Manchester United,MID,7.9,26.8,4.3,4.3,180,1,1,0,a,2.26,0.44,2.7
428,Matheus Santos Carneiro da Cunha,Cunha,Manchester United,MID,7.9,7.8,3.7,3.7,158,0,2,0,a,0.35,0.36,0.71
429,Marcus Rashford,Rashford,Manchester United,MID,7.0,1.6,1.0,1.0,124,0,0,0,a,0.26,0.15,0.41
430,Mason Mount,Mount,Manchester United,MID,5.4,0.0,0.0,0.0,0,0,0,0,d,0.0,0.0,0.0
431,Amad Diallo,Amad,Manchester United,MID,5.8,0.5,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
432,Kobbie Mainoo,Mainoo,Manchester United,MID,5.5,1.1,1.7,1.7,102,0,0,0,a,0.21,0.28,0.49
433,Manuel Ugarte Ribeiro,Ugarte,Manchester United,MID,5.0,0.0,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
434,Jack Fletcher,J.Fletcher,Manchester United,MID,5.0,0.0,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
435,Shea Lacey,Lacey,Manchester United,MID,5.0,0.1,0.3,0.3,10,0,0,0,a,0.0,0.0,0.0
436,Toby Collyer,Collyer,Manchester United,MID,5.0,0.0,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
437,Bendito Mantato,Bendito Mantato,Manchester United,MID,4.5,0.2,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
438,Tyler Fletcher,Fletcher,Manchester United,MID,4.5,0.3,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
439,Benjamin Sesko,Šeško,Manchester United,FWD,7.0,1.6,0.7,0.7,33,0,0,0,a,0.04,0.01,0.05
440,Joshua Zirkzee,Zirkzee,Manchester United,FWD,5.4,0.5,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
441,Chido Obi,Obi,Manchester United,FWD,4.5,1.2,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
405,Nico González Iglesias,N.Gonzalez,Newcastle United,MID,5.5,0.2,0.7,0.7,70,0,0,1,a,0.0,0.2,0.2
442,Nick Pope,Pope,Newcastle United,GK,5.0,1.1,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
443,Mark Gillespie,Gillespie,Newcastle United,GK,4.5,0.0,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
444,Ewen Jaouen,Jaouen,Newcastle United,GK,4.5,0.0,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
445,Malick Thiaw,Thiaw,Newcastle United,DEF,5.0,2.2,3.0,3.0,180,0,0,1,a,0.0,0.02,0.02
446,Fabian Schär,Schär,Newcastle United,DEF,5.0,0.2,0.3,0.3,1,0,0,0,a,0.0,0.0,0.0
447,Sven Botman,Botman,Newcastle United,DEF,5.0,0.7,2.7,2.7,180,0,0,1,a,0.01,0.01,0.02
448,Dan Burn,Burn,Newcastle United,DEF,4.9,1.1,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
449,Lewis Hall,Hall,Newcastle United,DEF,5.1,9.8,4.7,4.7,180,0,0,1,a,0.03,0.66,0.69
450,Tino Livramento,Livramento,Newcastle United,DEF,4.9,0.0,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
451,Alex Murphy,A.Murphy,Newcastle United,DEF,4.0,0.1,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
453,Harvey Barnes,Barnes,Newcastle United,MID,6.0,1.2,1.7,1.7,180,0,0,1,a,0.11,0.03,0.14
454,Anthony Elanga,Elanga,Newcastle United,MID,6.1,10.5,5.7,5.7,156,2,0,1,a,0.42,0.11,0.53
456,Jacob Ramsey,J.Ramsey,Newcastle United,MID,4.9,0.3,0.3,0.3,42,0,0,0,a,0.06,0.14,0.2
457,Jacob Murphy,J.Murphy,Newcastle United,MID,5.9,0.1,0.3,0.3,22,0,0,0,a,0.0,0.2,0.2
458,Joelinton Cássio Apolinário de Lira,Joelinton,Newcastle United,MID,5.4,0.0,0.0,0.0,0,0,0,0,i,0.0,0.0,0.0
459,Lewis Miley,L.Miley,Newcastle United,MID,5.5,0.1,2.0,2.0,165,0,0,1,a,0.05,0.05,0.1
460,Joe Willock,Willock,Newcastle United,MID,5.0,0.4,3.0,3.0,104,1,0,1,a,0.16,0.19,0.35
461,Bazoumana Touré,Touré,Newcastle United,MID,5.9,0.2,0.3,0.3,1,0,0,0,a,0.0,0.0,0.0
462,Sean Steur,Steur,Newcastle United,MID,5.0,0.1,0.7,0.7,74,0,0,0,a,0.0,0.0,0.0
463,Nick Woltemade,Woltemade,Newcastle United,FWD,5.9,1.0,1.3,0.0,19,0,1,0,u,0.02,0.01,0.03
464,Yoane Wissa,Wissa,Newcastle United,FWD,6.1,15.5,4.0,4.0,171,1,1,1,a,1.35,0.02,1.37
465,William Osula,Osula,Newcastle United,FWD,5.9,0.5,1.3,0.0,55,0,1,0,i,0.06,0.14,0.2
466,Sean Neave,Neave,Newcastle United,FWD,4.5,0.8,0.0,0.0,0,0,0,0,u,0.0,0.0,0.0
559,Aladji Bamba,Bamba,Newcastle United,MID,5.0,0.1,0.3,0.3,14,0,0,0,a,0.0,0.0,0.0
567,Lukás Hornícek,Horníček,Newcastle United,GK,5.0,1.2,2.7,2.7,180,0,0,1,a,0.0,0.0,0.0
593,Amar Dedic,Dedić,Newcastle United,DEF,4.5,3.4,4.0,4.0,180,0,1,1,a,0.03,0.06,0.09
609,Leo Shahar,Shahar,Newcastle United,DEF,4.0,0.2,0.0,0.0,0,0,0,0,a,0.0,0.0,0.0
634,Matias Fernandez-Pardo,Fernandez-Pardo,Newcastle United,FWD,6.0,0.1,0.0,2.1,0,0,0,0,a,0.0,0.0,0.0
167,Liam Delap,Delap,Nottingham Forest,FWD,5.5,0.8,0.3,0.3,24,0,0,0,a,0.07,0.0,0.07
