home_team,away_team,home_win_prob,draw_prob,away_win_prob,over_2_5_prob,btts_prob,home_cs_prob,away_cs_prob,home_xg,away_xg
Sunderland,Crystal Palace,0.4095362924900079,0.2730137805665397,0.3174499269434524,0.4614771314718205,0.5168216193241594,0.3104484197057501,0.2564114595654532,1.36,1.17
Aston Villa,Leeds,0.37501364909535956,0.2513286843291549,0.37365766657548566,0.5572874825788607,0.5939193035535894,0.23146229445833555,0.2307676030870125,1.47,1.46
Everton,Sunderland,0.4343681350750462,0.2762020008538761,0.2894298640710778,0.44099537925753607,0.49666189773727243,0.34087149673879147,0.25319697917242867,1.37,1.08
Fulham,Brighton,0.3053750171305453,0.26396327170063527,0.4306617111688194,0.4917123127291872,0.538437766787166,0.23239097678263113,0.3032554982139344,1.19,1.46
Ipswich Town,Brentford,0.11181424548814103,0.16549946038982932,0.7226862941220297,0.6547278517273991,0.5470668549066335,0.08277695790265233,0.40541944828846005,0.9,2.5
Tottenham Hotspur,Bournemouth,0.3781140303092387,0.256165717517233,0.36572025217352827,0.5359213379996906,0.5774152768990706,0.24536834974242253,0.23881537340115597,1.43,1.41
Hull City,Liverpool,0.09222865182229346,0.14423437510737075,0.7635369730703359,0.6984344225498145,0.5532198878417813,0.06444245284813534,0.41010019140257153,0.89,2.75
Newcastle United,Manchester City,0.17740038563488988,0.20609714771673435,0.6165024666483756,0.6117994659631537,0.5777479054891075,0.12034808133521896,0.3456219177269337,1.06,2.12
Coventry City,Chelsea,0.05843348542445705,0.1615311337192693,0.7800353808562737,0.4976032832578156,0.33589638931871774,0.10958143495213032,0.6266983691536568,0.47,2.21
Manchester United,Nottingham Forest,0.5089877903614266,0.23856031205922584,0.2524518975793474,0.5629514170138746,0.5790649538916964,0.3047991255736273,0.1708877595162288,1.77,1.19
Crystal Palace,Arsenal,0.1671909559705124,0.2273877800068061,0.6054212640226814,0.5076890424526249,0.4931355746967345,0.15756948222691683,0.4186332583357339,0.87,1.85
Hull City,Leeds,0.12155677492143557,0.18009444113023287,0.6983487839483314,0.6127717031257692,0.5270820411353685,0.09914590893930113,0.4172468784434246,0.87,2.31
Tottenham Hotspur,Brighton,0.33220743237777395,0.26380834810585285,0.4039842195163732,0.5000699013310536,0.5481337200337056,0.2417378354779588,0.2817196827366017,1.27,1.42
Everton,Manchester City,0.15106990642030538,0.20396507245200815,0.6449650211276865,0.5736820972931042,0.5283896047571427,0.12417024768107898,0.39959081185524015,0.92,2.09
Coventry City,Brentford,0.05019220281294408,0.16742295945922364,0.7823848377278324,0.44939828153907146,0.2851550562803717,0.12265336371386987,0.6798323719842235,0.39,2.1
Crystal Palace,Bournemouth,0.3352291514250577,0.2550567452312378,0.4097141033437045,0.5366143797095055,0.5763914934867063,0.22279849790085796,0.2622256967594839,1.34,1.5
Fulham,Arsenal,0.1771663199839904,0.2354395898635099,0.5873940901524997,0.49216940986375496,0.48897537192991614,0.16910332923154384,0.41584004637613925,0.88,1.78
Manchester United,Sunderland,0.5548852521008565,0.23401451164146914,0.21110023625767432,0.5404561096836701,0.544865945369991,0.35257838282853143,0.16294656644226313,1.81,1.04
Newcastle United,Nottingham Forest,0.4422569448142144,0.25510126670707267,0.30264178847871315,0.5257704896250027,0.5638970745921211,0.28794451662400883,0.2124718742087405,1.55,1.25
Aston Villa,Liverpool,0.33021718715121845,0.23531899574499973,0.43446381710378174,0.6232890013498359,0.6415686954163181,0.17578724137592217,0.224042504171087,1.5,1.74
Ipswich Town,Chelsea,0.13233026488931554,0.16501470592440284,0.7026550291862815,0.7131760172950198,0.617918732832516,0.0724605914439065,0.33513430929737836,1.09,2.63
Leeds,Everton,0.47801352031519456,0.2585020388317541,0.2634844408530514,0.49143474676235277,0.5289251258043749,0.33403050262411477,0.21120787063772217,1.56,1.1
Brighton,Manchester United,0.399022077595067,0.2491272192543192,0.35185070315061373,0.5654427606149193,0.5995591579299254,0.23924675074264456,0.21535520725997506,1.54,1.43
Arsenal,Ipswich Town,0.8586560946711007,0.098994075224637,0.0423498301042623,0.7110054310593156,0.44178619051814116,0.5384695972552906,0.04542959390952104,3.11,0.62
Brentford,Crystal Palace,0.5697744375149933,0.2226103235665257,0.207615238918481,0.5837565691891938,0.5752485717931627,0.33156836073703955,0.1430323042776134,1.95,1.1
Liverpool,Coventry City,0.8385573222893726,0.12773844089424202,0.03370423681638538,0.5219193962809703,0.2745749974286577,0.7022968547924064,0.08827372077953674,2.43,0.35
Nottingham Forest,Fulham,0.4000601620367914,0.28256153497696923,0.3173783029862393,0.42776346086637806,0.49047859619102036,0.32781999710115334,0.2772461904344624,1.28,1.12
Sunderland,Hull City,0.6724492292445566,0.19712116318423034,0.1304296075712129,0.5598411069055468,0.4977874124219032,0.43690388121119056,0.12076437544444302,2.12,0.83
Bournemouth,Aston Villa,0.42221352493411113,0.24429283689962963,0.3334936381662593,0.583120116604497,0.6115544687666282,0.24114234200447238,0.19732138610647798,1.62,1.42
Chelsea,Newcastle United,0.4375222120110758,0.22833135470775046,0.3341464332811737,0.6578243412076482,0.6681501593348544,0.2058089747050171,0.1608339241650082,1.83,1.58
Manchester City,Tottenham Hotspur,0.7149729924007537,0.17226089176612072,0.11276611583312554,0.6253325595017255,0.5256136829309286,0.423355478913766,0.0919290106207941,2.39,0.86
Arsenal,Brentford,0.5586327471379243,0.23337018819158498,0.20799706467049067,0.5394193980591935,0.5424881338377772,0.3561328699808179,0.16203881134155956,1.82,1.03
Brighton,Bournemouth,0.46413450700042275,0.24827175157180778,0.28759374142776956,0.5465986900049147,0.5766415592735868,0.2876203116768163,0.19456378390070408,1.64,1.25
Everton,Aston Villa,0.39452949369258655,0.2550911472598211,0.35037935904759243,0.5392130379790562,0.5794388129558985,0.25227289675114756,0.22902388385682068,1.47,1.38
Nottingham Forest,Hull City,0.6695499261131019,0.20044626782460545,0.13000380606229267,0.5452956406122554,0.4866653979602161,0.44650399250149664,0.12593043906872495,2.07,0.81
Sunderland,Liverpool,0.27083779311412914,0.25125282770078555,0.4779093791850853,0.5243400378733248,0.5557698616702709,0.19785604847432453,0.311073542443658,1.17,1.62
Crystal Palace,Chelsea,0.3219565449667016,0.23284748721374554,0.44519596781955284,0.6318215953582436,0.6469614540647226,0.16821250490349907,0.22452559630630237,1.49,1.78
Fulham,Tottenham Hotspur,0.36649289145775954,0.26413732126193573,0.3693697872803048,0.5024993069574862,0.5515509592672921,0.25886701017140634,0.2604610908768349,1.35,1.35
Ipswich Town,Coventry City,0.5331171033762586,0.3005069894178413,0.16637590720590012,0.2984208177923009,0.3387397330387866,0.5442646625409708,0.27345712115933013,1.3,0.61
Leeds,Manchester City,0.19669982692194052,0.2228395591460058,0.5804606139320536,0.5683829866707544,0.5577068087987799,0.1448797147137685,0.3508420022220499,1.05,1.93
Manchester United,Newcastle United,0.49096701833775874,0.23279277710012333,0.2762402045621179,0.6066474616200859,0.6189421427109251,0.2648404592288554,0.16105207392724227,1.83,1.33
Aston Villa,Manchester United,0.3472558173768699,0.2366051430941443,0.41613903952898584,0.622014421887658,0.642239528995946,0.18377288006142153,0.21564463555624386,1.53,1.69
Bournemouth,Ipswich Town,0.7013690088218275,0.17346743591308472,0.12516355526508757,0.6530028554848022,0.5621572673021977,0.3855914881457593,0.08784509715911724,2.44,0.95
Brentford,Brighton,0.44382100185657924,0.24828077820064792,0.30789821994277283,0.5565346148834915,0.5880511849621152,0.2692593104270337,0.19902164114720014,1.61,1.31
Chelsea,Sunderland,0.5084590224274377,0.2342608501144196,0.25728012745814255,0.5854588786003171,0.5974966938971583,0.28925624200305716,0.16272378837549667,1.82,1.24
Coventry City,Everton,0.08029429363521369,0.23962040801756176,0.6800852983472244,0.3296349440345849,0.2740731091224749,0.19827778597479082,0.6665878274581363,0.41,1.62
Hull City,Arsenal,0.05225112013421336,0.11599727860034227,0.8317516012654442,0.6736046180464363,0.44410838751567366,0.057055659319536295,0.5306359411950685,0.63,2.87
Liverpool,Crystal Palace,0.5746473264621716,0.22131066171961955,0.20404201181820875,0.5847169437442903,0.5740356651128258,0.33439483052147323,0.14119910776539227,1.96,1.1
Manchester City,Nottingham Forest,0.7034359631442245,0.18073536662330583,0.11582867023246972,0.5951150002007367,0.5067472983068227,0.4378117427207197,0.10269060102321001,2.28,0.83
Newcastle United,Fulham,0.4937459288165719,0.2471994627819604,0.2590546084014676,0.5324843040332758,0.5584384288169782,0.3157742028524973,0.18828783206548597,1.67,1.15
