gw,home_team,away_team,home_goals,away_goals,pred_home_xg,pred_away_xg,home_win_prob,draw_prob,away_win_prob,actual_outcome,predicted_outcome,outcome_correct,rps,naive_rps,brier,actual_over_2_5,pred_over_prob,ou_correct,pred_top_score,actual_score,correct_score,xg_mae_home,xg_mae_away
37,Bournemouth,Manchester City,1,1,1.013,2.27,0.1726,0.219,0.6084,draw,away_win,False,0.2,0.1111,0.0298,False,0.5738,False,0-2,1-1,False,0.6974705596752415,1.0001551674327898
37,Chelsea,Tottenham Hotspur,2,1,1.899,1.444,0.4589,0.243,0.2981,home_win,home_win,True,0.1908,0.2778,0.2928,True,0.5863,True,1-1,2-1,False,0.8091718237793786,0.7057381392829487
38,Nottingham Forest,Bournemouth,1,1,1.443,1.421,0.3665,0.2756,0.3579,draw,home_win,False,0.1312,0.1111,0.1343,False,0.4974,True,0-0,1-1,False,0.6166989794848909,0.08101895795603786
38,Manchester City,Aston Villa,1,2,2.346,0.876,0.6488,0.2101,0.1411,away_win,home_win,False,0.5793,0.2778,0.4209,True,0.5622,True,2-0,1-2,False,0.9662006333721309,1.563715836224026
38,Tottenham Hotspur,Everton,1,0,1.55,1.362,0.4,0.2715,0.3285,home_win,home_win,True,0.234,0.2778,0.36,False,0.5067,False,0-0,1-0,False,0.13968898992885093,1.0921766138228801
38,Liverpool,Brentford,1,1,2.162,1.646,0.4743,0.2212,0.3045,draw,home_win,False,0.1588,0.1111,0.2249,False,0.6621,False,1-1,1-1,True,0.8280976378095679,0.18611542347889842
38,Sunderland,Chelsea,2,1,1.237,1.732,0.2756,0.2629,0.4615,home_win,away_win,False,0.3688,0.2778,0.5247,True,0.5174,True,0-0,2-1,False,1.0928690809599892,0.8116794525368186
38,Crystal Palace,Arsenal,1,2,0.912,1.783,0.1969,0.2672,0.536,away_win,away_win,True,0.127,0.2778,0.0388,True,0.4624,False,0-0,1-2,False,0.08827255149543745,2.127452621395393
38,Burnley,Wolverhampton Wanderers,1,1,1.35,1.142,0.3916,0.3024,0.306,draw,home_win,False,0.1235,0.1111,0.1533,False,0.4216,True,0-0,1-1,False,0.07030423680535924,1.6976550151230154
38,Brighton,Manchester United,0,3,1.521,1.448,0.3796,0.2686,0.3518,away_win,home_win,False,0.2821,0.2778,0.1441,True,0.5177,True,0-0,0-3,False,0.8210609289652417,0.8824838657091567
38,Fulham,Newcastle United,2,0,1.307,1.538,0.3178,0.2755,0.4067,home_win,away_win,False,0.3154,0.2778,0.4655,False,0.4935,True,0-0,2-0,False,0.42281671239000085,1.297861087195397
38,West Ham,Leeds,3,0,1.564,1.752,0.3426,0.2479,0.4096,home_win,away_win,False,0.3,0.2778,0.4322,True,0.5816,True,1-1,3-0,False,1.1662628493604348,0.19833317756485402
